Date,Category,Item,Price_NGN
2026-05-08 12:16,Baby_Meds,Baby Care,1080
2026-05-08 12:16,Baby_Meds,Tuxil-N Children's Expectorant - Intensive Care 100ml,1080
2026-05-08 12:16,Baby_Meds,Sale price,1080
2026-05-08 12:16,Baby_Meds,Sudocrem Barrier Cream 125g,9780
2026-05-08 12:16,Baby_Meds,Sudocrem (Zinc Oxide) 250g Cream,13560
