Date,Title,Price,Info
2026-05-08,"₦ 12,800,000","₦ 12,800,000",
2026-05-08,Verified ID,"₦ 15,850,000","5+ YEARS ON JIJI | DIAMOND | ₦ 15,850,000"
2026-05-08,"₦ 15,850,000","₦ 15,850,000",Toyota Venza XLE AWD 2013 Black | Newly arrival 2013 Toyota Venza Fullest options reverse camera navigations screen panoranmic view... | Foreign Used
2026-05-08,3+ YEARS ON JIJI,"₦ 37,600,000","₦ 37,600,000 | Lexus NX 300h FWD 2019 White | Foreign used 2019 nx300h . accidents free . all components intact . sangotedo ajah lagos . ..."
2026-05-08,"₦ 37,600,000","₦ 37,600,000",Lexus NX 300h FWD 2019 White | Foreign used 2019 nx300h . accidents free . all components intact . sangotedo ajah lagos . ... | Foreign Used
2026-05-08,Verified ID,"₦ 22,700,000","DIAMOND | ₦ 22,700,000 | Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gold"
2026-05-08,"₦ 22,700,000","₦ 22,700,000",Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gold | This highlander is toks standard and everything is in pristine condition | Local Used
2026-05-08,3+ YEARS ON JIJI,"₦ 17,500,000","ENTERPRISE | ₦ 17,500,000 | Toyota Highlander Limited 3.5l 4WD 2013 Green"
2026-05-08,Verified ID,"₦ 117,500,000","3+ YEARS ON JIJI | ENTERPRISE | ₦ 117,500,000"
2026-05-08,"₦ 117,500,000","₦ 117,500,000",New Toyota Venza 2024 Blue | Toyota venza limited _ _360dg camera/panoramic roof __model: 2023/24 __fully loaded. __custom... | Brand New
2026-05-08,Verified ID,"₦ 115,000,000","5+ YEARS ON JIJI | ENTERPRISE | ₦ 115,000,000"
2026-05-08,"₦ 115,000,000","₦ 115,000,000","Dodge Charger 2023 Red | Foreign used dodge charger comes with launch control, brembo brake, a 7 inch driver information... | Foreign Used"
2026-05-08,Verified ID,"₦ 9,800,000","ENTERPRISE | ₦ 9,800,000 | Toyota Venza 2010 Red"
2026-05-08,"₦ 9,800,000","₦ 9,800,000",Toyota Venza 2010 Red | Neatly use Toyota venza 2010 Basic option Reverse camera First body pan Engine Gear AC... | Local Used
2026-05-08,Verified ID,"₦ 12,800,000","DIAMOND | ₦ 12,800,000 | Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Gray"
2026-05-08,Verified ID,"₦ 27,500,000","5+ YEARS ON JIJI | DIAMOND | ₦ 27,500,000"
2026-05-08,"₦ 27,500,000","₦ 27,500,000",Toyota Highlander Limited 4dr SUV (3.5L 6cyl 6A) 2014 White | Foreign used 2014 Toyota Highlander Limited edition with genuine custom duty. | Foreign Used
2026-05-08,3+ YEARS ON JIJI,"₦ 8,800,000","ENTERPRISE | ₦ 8,800,000 | Toyota Highlander Sport 2008 Gold"
2026-05-08,"₦ 8,800,000","₦ 8,800,000","Toyota Highlander Sport 2008 Gold | Am the Direct owner of this Super Clean 08 TOYOTA HIGHLANDER SPORT, No Agent in between, it's 11... | Local Used"
2026-05-08,5+ YEARS ON JIJI,"₦ 75,000,000","DIAMOND | ₦ 75,000,000 | Mercedes-Benz G-Class G 63 AMG 4MATIC 2016 White"
2026-05-08,ENTERPRISE,"₦ 9,500,000","₦ 9,500,000 | Kia Morning 2012 Beige | Direct Belgium Kia Morning 2012 model, keyless entry,low Milage, clean interior/body, sound engine &..."
2026-05-08,"₦ 9,500,000","₦ 9,500,000","Kia Morning 2012 Beige | Direct Belgium Kia Morning 2012 model, keyless entry,low Milage, clean interior/body, sound engine &... | Foreign Used"
2026-05-08,5+ YEARS ON JIJI,"₦ 230,000,000","DIAMOND | ₦ 230,000,000 | Toyota Sequoia TRD PRO 4WD 2025 Black"
2026-05-08,"₦ 230,000,000","₦ 230,000,000","Toyota Sequoia TRD PRO 4WD 2025 Black | Toyota sequoia plantinum edition TRD 2025 model Black on black with original mileage 3,634 | Foreign Used"
2026-05-08,Verified ID,"₦ 24,000,000","DIAMOND | ₦ 24,000,000 | Toyota Corolla 2021 White"
2026-05-08,"₦ 24,000,000","₦ 24,000,000","Toyota Corolla 2021 White | 2021 toyota corolla levin hybrid foreign used, super clean keyless entry, hybrid engine, very fuel... | Foreign Used"
2026-05-08,5+ YEARS ON JIJI,"₦ 95,000,000","₦ 95,000,000 | Mercedes-Benz GLE-Class 2021 Blue | 2021 gle53 Months used NOT REGISTERED Lagos custom duty paid Free inspection"
2026-05-08,"₦ 95,000,000","₦ 95,000,000",Mercedes-Benz GLE-Class 2021 Blue | 2021 gle53 Months used NOT REGISTERED Lagos custom duty paid Free inspection | Foreign Used
2026-05-08,ENTERPRISE,"₦ 41,000,000","₦ 41,000,000 | Audi Q5 2.0T Tech Premium AWD quattro 2018 Blue | Foreign Used 2018 Audi Q5 premium Tech Quattro AWD now available Accident free Buy and drive"
2026-05-08,"₦ 41,000,000","₦ 41,000,000",Audi Q5 2.0T Tech Premium AWD quattro 2018 Blue | Foreign Used 2018 Audi Q5 premium Tech Quattro AWD now available Accident free Buy and drive | Foreign Used
2026-05-08,Verified ID,"₦ 17,700,000","₦ 17,700,000 | Mercedes-Benz M Class ML 350 4Matic 2013 Black | Clean 2013 ML350 upgraded to GLE 350 Registered but barely driven* Automatic folding..."
2026-05-08,"₦ 17,700,000","₦ 17,700,000",Mercedes-Benz M Class ML 350 4Matic 2013 Black | Clean 2013 ML350 upgraded to GLE 350 Registered but barely driven* Automatic folding... | Local Used
2026-05-08,Verified ID,"₦ 4,600,000","₦ 4,600,000 | Toyota Sequoia 2004 Gold | Super awoof distress sale extremely clean nigerian used toyota sequoia up for sale engine ..."
2026-05-08,"₦ 4,600,000","₦ 4,600,000",Toyota Sequoia 2004 Gold | Super awoof distress sale extremely clean nigerian used toyota sequoia up for sale engine ... | Local Used
